jugador,nacionalidad,posicion,equipo,competicion,edad,año_nacimiento,partidos_jugados,partidos_titular,minutos,partidos_completos_90,goles,asistencias,goles_asistencias,goles_sin_penalti,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,xg,npxg,xg_asistencias,npxg_xg_asistencias,conducciones_progresivas,pases_progresivos,pases_progresivos_recibidos,goles_por90,asistencias_por90,goles_asistencias_por90,goles_penalti_por90,goles_asistencias_penalti_por90,xg_por90,xg_asistencias_por90,xg_xg_asistencias_por90,npxg_por90,npxg_xg_asistencias_por90,season,tiros,tiros_a_puerta,porc_tiros_a_puerta,tiros_por90,tiros_a_puerta_por90,goles_por_tiro,goles_por_tiro_a_puerta,dist_media_tiro,tiros_libres,npxg_por_tiro,xg_neto,npxg_neto,pases_completados,pases,porc_precision_pase,dist_total_pases,dist_progresiva_pases,pases_cortos_completados,pases_cortos,porc_precision_pase_corto,pases_medios_completados,pases_medios,porc_precision_pase_medio,pases_largos_completados,pases_largos,porc_precision_pase_largo,xa_modelado,xg_asistencias_neto,tiros_asistidos,pases_tercio_final,pases_area,centros_area,pases_en_juego,pases_balon_parado,pases_tiro_libre,pases_al_hueco,cambios_de_juego,centros,saques_de_banda,saques_de_esquina,esquinas_hacia_adentro,esquinas_hacia_fuera,esquinas_rectas,pases_fuera_de_juego,pases_bloqueados,doble_amarilla,faltas_cometidas,faltas_recibidas,fueras_de_juego,intercepciones,entradas_ganadas,penaltis_ganados,penaltis_concedidos,autogoles,recuperaciones,duelos_aereos_ganados,duelos_aereos_perdidos,porc_duelos_aereos_ganados,entradas,entradas_tercio_defensivo,entradas_tercio_medio,entradas_tercio_ofensivo,regates_parados,regates_enfrentados,porc_regates_parados,regates_no_parados,bloqueos,tiros_bloqueados,entradas_mas_intercepciones,despejes,errores,toques,toques_area_propia,toques_tercio_defensivo,toques_tercio_medio,toques_tercio_ofensivo,toques_area_rival,toques_en_juego,regates_intentados,regates_exitosos,porc_regates_exitosos,regates_no_exitosos,porc_regates_no_exitosos,conducciones,distancia_conducciones,distancia_conducciones_progresivas,conducciones_tercio_final,conducciones_area,malos_controles,perdidas,pases_recibidos,stint_id
Mamadou Sangare,MLI,MF,Lens,Ligue 1,0.0,2002.0,2,1,122.0,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,7,3,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.15,0.09,0.15,2025-2026,3,1,33.3,2.21,0.74,0.0,0.0,19.1,0,0.04,-0.1,-0.1,86,99,86.9,1502,321,46,54,85.2,30,33,90.9,10,12,83.3,0.1,-0.1,2,7,0,0,96,3,3,0,2,0,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,0,10,2,3,40.0,2,2,0,0,1,5,20.0,4,0,0,4,4,0,112,4,28,56,28,3,112,1,1,100.0,0,0.0,51,217,106,3,1,4,3,74,bc3382f2b22b72ab731a5c651970ed51
Maroan Sannadi,MAR,FW,Athletic Club,La Liga,0.0,2001.0,3,2,127.0,1.4,1,0,1,1,0,0,1,0,1.0,1.0,0.6,1.5,1,2,9,0.71,0.0,0.71,0.71,0.71,0.68,0.41,1.09,0.68,1.09,2025-2026,5,3,60.0,3.54,2.13,0.2,0.33,14.7,0,0.19,0.0,0.0,26,36,72.2,364,52,14,20,70.0,7,8,87.5,2,3,66.7,0.1,-0.6,2,3,0,0,36,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,3,4,4,50.0,0,0,0,0,0,2,0.0,2,0,0,1,2,0,59,2,8,24,28,9,59,3,1,33.3,2,66.7,31,163,45,2,0,8,2,44,4ecad97cfd30d47e99e74dafeac25a0b
Matteo Prati,ITA,MF,Cagliari,Serie A,0.0,2003.0,2,2,124.0,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,2025-2026,2,0,0.0,1.45,0.0,0.0,0.0,20.3,0,0.07,-0.1,-0.1,48,56,85.7,863,112,18,19,94.7,27,32,84.4,3,5,60.0,0.0,0.0,0,3,0,0,52,4,2,0,1,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,4,0,0,0.0,3,2,1,0,0,0,0.0,0,0,0,5,7,0,74,6,30,39,5,1,74,1,1,100.0,0,0.0,42,126,39,1,0,1,0,45,54cc6b7153b1e6d547268acc3dbcf9ee
Morgan Guilavogui,GUI,"FW,MF",Lens,Ligue 1,0.0,1998.0,3,1,124.0,1.4,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,1,9,11,0.73,0.0,0.73,0.73,0.73,0.26,0.16,0.41,0.26,0.41,2025-2026,4,1,25.0,2.9,0.73,0.25,1.0,14.5,0,0.09,0.6,0.6,37,49,75.5,556,171,21,27,77.8,10,10,100.0,5,7,71.4,0.4,-0.2,1,4,3,0,47,1,1,1,0,1,0,0,0,0,0,1,2,0,3,3,1,1,4,0,0,0,7,4,0,100.0,5,2,3,0,1,1,100.0,0,1,0,6,1,0,67,1,9,32,28,11,67,2,1,50.0,1,50.0,36,134,65,0,0,2,0,43,ac97afb2a1b7eed05a81fdac515fb0de
José Luis Morales,ESP,"MF,FW",Levante,La Liga,0.0,1987.0,3,1,124.0,1.4,1,0,1,0,1,1,1,0,1.0,0.3,0.0,0.3,0,4,6,0.73,0.0,0.73,0.0,0.0,0.71,0.0,0.71,0.22,0.22,2025-2026,2,1,50.0,1.45,0.73,0.0,0.0,18.3,0,0.15,0.0,-0.3,15,21,71.4,231,93,8,11,72.7,7,9,77.8,0,1,0.0,0.0,0.0,0,3,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,3,1,0,100.0,1,0,1,0,1,2,50.0,1,0,0,3,1,0,34,1,7,12,15,5,33,5,2,40.0,2,40.0,15,59,8,0,1,2,1,21,02b51dd9e480d7bf36f8deb51b01e766
Anastasios Douvikas,GRE,FW,Como,Serie A,0.0,1999.0,2,2,125.0,1.4,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,2,6,7,0.72,0.0,0.72,0.72,0.72,0.21,0.09,0.31,0.21,0.31,2025-2026,2,1,50.0,1.44,0.72,0.5,1.0,13.6,0,0.15,0.7,0.7,22,26,84.6,352,103,11,12,91.7,5,5,100.0,4,5,80.0,0.1,-0.1,2,4,2,0,25,1,0,1,1,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,0,0,4,0,2,0.0,0,0,0,0,0,1,0.0,1,2,2,1,2,0,39,3,4,21,14,5,39,1,1,100.0,0,0.0,27,158,69,3,3,3,4,33,c8347da6c95f12ac39868217c944bfe3
Michel Mboula,GAB,DF,Metz,Ligue 1,0.0,2003.0,2,2,130.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,57,72,79.2,1102,392,24,27,88.9,26,28,92.9,7,12,58.3,0.0,0.0,0,2,0,0,67,4,4,0,2,1,0,0,0,0,0,1,3,0,1,4,0,1,2,0,0,0,5,0,0,0.0,2,1,0,1,2,2,100.0,0,3,1,3,4,0,86,6,40,36,11,0,86,5,2,40.0,2,40.0,48,230,121,0,0,1,0,57,0c3a7958d6a9eb8afb1acb0f33cedd65
Sebastiano Esposito,ITA,"FW,MF",Cagliari,Serie A,0.0,2002.0,2,2,125.0,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,5,4,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,2025-2026,3,0,0.0,2.16,0.0,0.0,0.0,34.5,0,0.02,-0.1,-0.1,28,38,73.7,484,221,14,14,100.0,7,10,70.0,5,8,62.5,0.1,-0.1,2,3,1,0,32,5,2,0,0,5,1,2,0,2,0,1,0,0,4,4,0,0,1,0,0,0,7,3,3,50.0,1,1,0,0,1,3,33.3,2,1,0,1,2,0,49,2,4,30,15,1,49,2,0,0.0,2,100.0,27,130,78,1,0,1,2,32,5a6ee4ff073d8caf248060f1242468a0
Jean Mattéo Bahoya,FRA,FW,Eint Frankfurt,Bundesliga,0.0,2005.0,2,2,128.0,1.4,2,1,3,2,0,0,0,0,1.1,1.1,0.9,2.0,4,3,14,1.41,0.7,2.11,1.41,2.11,0.79,0.61,1.4,0.79,1.4,2025-2026,5,3,60.0,3.52,2.11,0.4,0.67,12.2,0,0.22,0.9,0.9,38,49,77.6,587,154,21,26,80.8,11,14,78.6,3,4,75.0,1.0,0.1,3,0,1,1,49,0,0,0,2,4,0,0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,5,0,2,0.0,3,2,0,1,2,3,66.7,1,4,0,3,2,0,68,3,12,29,29,9,68,5,4,80.0,1,20.0,42,289,150,2,2,5,1,52,90c40085c033eb5174ed6c66264c39c2
Gabriel Martinelli,BRA,FW,Arsenal,Premier League,0.0,2001.0,2,2,128.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,3,3,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,2025-2026,1,1,100.0,0.7,0.7,0.0,0.0,16.6,0,0.02,0.0,0.0,9,14,64.3,153,36,3,4,75.0,4,4,100.0,1,2,50.0,0.0,0.0,1,1,0,0,13,0,0,0,1,1,0,0,0,0,0,1,2,0,0,2,0,0,2,0,0,0,5,0,0,0.0,2,0,2,0,1,1,100.0,0,0,0,2,0,0,25,1,5,11,12,6,25,1,0,0.0,1,100.0,15,174,109,2,1,5,1,12,80b747191085c13c13655b21ce560484
Chidera Ejuke,NGA,"FW,MF",Sevilla,La Liga,0.0,1998.0,3,2,128.0,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,6,16,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.13,0.04,0.13,2025-2026,2,0,0.0,1.41,0.0,0.0,0.0,20.7,0,0.03,-0.1,-0.1,44,54,81.5,805,139,19,21,90.5,20,23,87.0,5,7,71.4,0.1,-0.1,2,3,3,1,53,1,0,2,2,1,1,0,0,0,0,0,3,0,1,1,1,1,2,0,0,0,9,0,0,0.0,3,2,0,1,1,1,100.0,0,1,0,4,1,0,74,1,8,39,30,3,74,6,3,50.0,3,50.0,52,333,128,3,2,5,3,57,f9e1597142b057685e230bd4278dff9d
Willem Geubbels,FRA,FW,Paris FC,Ligue 1,0.0,2001.0,2,2,128.0,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,2,5,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,2025-2026,2,0,0.0,1.41,0.0,0.0,0.0,15.3,0,0.05,-0.1,-0.1,16,22,72.7,206,26,11,15,73.3,4,5,80.0,0,0,0.0,0.3,-0.2,2,0,0,0,16,6,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,2,5,28.6,0,0,0,0,0,2,0.0,2,2,1,0,1,0,32,1,2,18,12,6,32,0,0,0.0,0,0.0,11,52,15,0,2,1,2,19,a1f2967fff50bfde1b050f8a94e634be
Dimitris Giannoulis,GRE,"DF,MF",Augsburg,Bundesliga,0.0,1995.0,2,2,122.0,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,6,2,7,0.74,0.0,0.74,0.74,0.74,0.09,0.06,0.14,0.09,0.14,2025-2026,2,1,50.0,1.48,0.74,0.5,1.0,19.6,0,0.06,0.9,0.9,34,56,60.7,493,187,15,23,65.2,18,24,75.0,0,3,0.0,0.1,-0.1,1,2,2,1,47,9,0,0,0,4,9,0,0,0,0,0,3,0,1,2,1,2,3,0,0,0,6,0,0,0.0,5,2,2,1,3,3,100.0,0,3,0,7,5,0,77,5,30,29,19,2,77,2,1,50.0,1,50.0,30,222,121,2,0,2,0,33,fd8ef4dbc4151eb69806ac1afcacc196
Giovanni Simeone,ARG,FW,Torino,Serie A,0.0,1995.0,2,2,124.0,1.4,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.2,1,3,9,0.0,0.0,0.0,0.0,0.0,0.52,0.35,0.87,0.52,0.87,2025-2026,4,1,25.0,2.9,0.73,0.0,0.0,10.0,0,0.18,-0.7,-0.7,18,23,78.3,313,73,8,8,100.0,7,11,63.6,2,2,100.0,0.1,-0.5,1,5,1,0,18,5,0,0,1,1,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,7,2,3,40.0,0,0,0,0,0,1,0.0,1,0,0,0,2,0,40,2,3,22,16,6,40,3,1,33.3,0,0.0,25,121,15,0,0,3,4,26,651fd6e40a5231b3e8d248a62d08ea92
Ryan Sessegnon,ENG,DF,Fulham,Premier League,0.0,2000.0,2,2,127.0,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,4,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,44,59,74.6,734,234,20,26,76.9,21,24,87.5,2,4,50.0,0.2,-0.2,1,4,2,0,46,12,1,1,1,5,11,0,0,0,0,1,2,0,3,0,0,2,3,0,1,0,2,2,1,66.7,6,1,3,2,3,3,100.0,0,2,2,8,3,0,79,8,24,33,24,4,79,2,0,0.0,2,100.0,38,246,120,5,1,2,0,38,1dc7444ef4a5e3b4d8292a92d1edb50e
Gonçalo Ramos,POR,FW,Paris S-G,Ligue 1,0.0,2001.0,3,1,122.0,1.4,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,0,6,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.42,0.42,2025-2026,7,2,28.6,5.16,1.48,0.0,0.0,13.8,0,0.08,-0.6,-0.6,22,27,81.5,276,27,13,15,86.7,5,7,71.4,1,1,100.0,0.1,0.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,3,3,50.0,1,1,0,0,1,2,50.0,1,1,0,1,0,0,39,0,5,11,23,9,39,2,2,100.0,0,0.0,16,45,18,0,1,0,1,31,d3ec51084223824af176a8367df6438b
Marius Wolf,GER,"MF,DF",Augsburg,Bundesliga,0.0,1995.0,2,2,123.0,1.4,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.5,5,1,10,0.73,0.0,0.73,0.73,0.73,0.24,0.11,0.35,0.24,0.35,2025-2026,3,1,33.3,2.2,0.73,0.33,1.0,14.8,0,0.11,0.7,0.7,17,33,51.5,339,167,7,11,63.6,8,13,61.5,2,5,40.0,0.1,-0.1,2,1,2,2,26,6,0,0,0,6,6,0,0,0,0,1,1,0,1,1,1,2,0,0,0,0,4,1,1,50.0,1,0,1,0,0,1,0.0,1,0,0,3,2,0,44,3,8,16,21,3,44,0,0,0.0,0,0.0,23,165,127,6,4,0,1,24,a458ac727b184c98c3b322c711785d0b
Giorgi Abuashvili,GEO,FW,Metz,Ligue 1,0.0,2003.0,2,2,122.0,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,5,3,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.08,0.14,2025-2026,4,0,0.0,2.95,0.0,0.0,0.0,28.9,0,0.03,-0.1,-0.1,41,45,91.1,697,199,23,23,100.0,14,15,93.3,3,5,60.0,0.1,-0.1,2,5,1,1,39,6,0,0,2,5,2,4,0,3,0,0,0,0,1,1,0,0,1,0,0,0,4,0,1,0.0,3,2,1,0,0,1,0.0,1,2,1,3,0,0,62,3,10,35,17,0,62,6,1,16.7,5,83.3,31,246,180,3,1,1,5,40,09a9cb7ba071826dfcaeb4538996e9cd
Bryan Zaragoza,ESP,"FW,MF",Celta Vigo,La Liga,0.0,2001.0,4,1,115.0,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,11,2,18,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.28,0.16,0.28,2025-2026,4,1,25.0,3.13,0.78,0.0,0.0,17.7,0,0.05,-0.2,-0.2,30,50,60.0,449,60,23,29,79.3,5,12,41.7,2,7,28.6,0.1,-0.1,1,1,1,0,49,1,0,1,1,10,0,1,0,1,0,0,1,0,1,1,1,0,2,0,0,0,4,0,0,0.0,4,1,2,1,1,2,50.0,1,0,0,4,1,0,77,1,6,24,49,7,77,16,4,25.0,9,56.3,50,380,207,4,4,3,2,52,a0da097ceec67d6468c6c240976865ee
Dani Raba,ESP,FW,Valencia,La Liga,0.0,1995.0,3,2,119.0,1.3,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,2,4,8,0.0,0.76,0.76,0.0,0.76,0.08,0.3,0.39,0.08,0.39,2025-2026,4,0,0.0,3.03,0.0,0.0,0.0,23.6,0,0.03,-0.1,-0.1,29,40,72.5,597,170,11,16,68.8,15,16,93.8,3,7,42.9,0.3,0.6,2,2,2,0,34,6,2,2,2,3,3,1,0,1,0,0,1,0,3,1,0,2,1,0,0,0,4,0,0,0.0,1,0,0,1,1,1,100.0,0,1,0,3,1,0,58,1,7,22,29,4,58,4,2,50.0,2,50.0,33,213,73,3,2,5,1,41,8e9c9cd437157b3cc0edeeb4425dac29
Carlos Alcaraz,ARG,"FW,MF",Everton,Premier League,0.0,2002.0,3,1,115.0,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2025-2026,1,1,100.0,0.78,0.78,0.0,0.0,12.8,0,0.01,0.0,0.0,27,34,79.4,485,26,11,14,78.6,13,16,81.3,3,3,100.0,0.0,0.0,0,1,0,0,31,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,7,2,1,66.7,4,1,2,1,4,7,57.1,3,2,1,4,0,1,52,0,9,28,17,2,52,4,3,75.0,0,0.0,23,136,66,1,0,7,0,25,90bc9d770c47ae716d6bda88c9f0d6c6
Mihailo Ristić,SRB,"DF,MF",Celta Vigo,La Liga,0.0,1995.0,2,2,113.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,73,87,83.9,1216,272,28,29,96.6,43,50,86.0,1,5,20.0,0.0,0.0,0,6,0,0,79,7,3,1,0,1,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,10,0,0,0.0,0,0,0,0,0,2,0.0,2,1,1,0,1,0,90,5,31,48,12,0,90,5,3,60.0,2,40.0,60,290,153,3,0,0,0,68,ed0789a6e41dd9320eda2a11eaf5cf5d
Donyell Malen,NED,"FW,MF",Aston Villa,Premier League,0.0,1999.0,3,1,116.0,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,2,10,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,2025-2026,3,1,33.3,2.33,0.78,0.0,0.0,16.7,0,0.07,-0.2,-0.2,22,29,75.9,354,37,13,15,86.7,7,7,100.0,2,2,100.0,0.0,0.0,0,2,1,0,26,3,0,0,0,2,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,37,0,2,9,26,3,37,6,1,16.7,3,50.0,28,183,38,1,1,0,2,26,9ea828af8c61c13c816b728b3f86f620
Arnau Martinez,ESP,DF,Girona,La Liga,0.0,2003.0,2,2,120.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,60,79,75.9,1023,197,29,32,90.6,23,30,76.7,7,11,63.6,0.0,0.0,0,0,0,0,64,14,2,0,0,6,12,0,0,0,0,1,3,0,0,3,0,1,1,0,0,0,6,1,1,50.0,4,2,1,1,3,4,75.0,1,3,0,5,3,0,95,5,30,51,15,4,95,2,0,0.0,2,100.0,51,285,124,0,2,0,2,56,b428bdb18021ddc3a06f831996d6f526
Adam Marušić,MNE,DF,Lazio,Serie A,0.0,1992.0,2,1,115.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,91,97,93.8,1400,450,46,46,100.0,39,43,90.7,4,5,80.0,0.0,0.0,0,8,0,0,86,11,2,0,1,0,9,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,5,0,0,0.0,1,0,1,0,0,0,0.0,0,1,1,4,2,0,108,2,25,72,11,1,108,1,0,0.0,1,100.0,62,184,91,0,0,1,1,74,f9c2e5dcd679f7fe011912a4da6eb94e
Rubén García,ESP,MF,Osasuna,La Liga,0.0,1993.0,3,1,119.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,4,4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,2025-2026,1,0,0.0,0.76,0.0,0.0,0.0,28.7,0,0.03,0.0,0.0,48,61,78.7,939,170,22,24,91.7,14,20,70.0,10,13,76.9,0.1,0.0,1,2,1,1,58,2,0,0,1,6,0,2,0,2,0,1,1,0,1,3,0,2,1,0,0,0,4,1,3,25.0,2,1,1,0,2,4,50.0,2,0,0,4,1,0,69,0,15,30,24,1,69,1,1,100.0,0,0.0,39,164,47,3,0,0,0,49,1b346fc597f625a4b69f3855dd5c6220
Brais Méndez,ESP,MF,Real Sociedad,La Liga,0.0,1997.0,3,1,121.0,1.3,0,1,1,0,0,0,0,0,0.4,0.4,0.0,0.4,4,7,10,0.0,0.74,0.74,0.0,0.74,0.28,0.03,0.31,0.28,0.31,2025-2026,4,2,50.0,2.98,1.49,0.0,0.0,23.9,1,0.09,-0.4,-0.4,49,61,80.3,695,202,33,34,97.1,12,16,75.0,2,7,28.6,0.1,1.0,1,8,1,0,56,4,2,0,0,6,0,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,5,2,1,66.7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,75,0,2,41,32,5,75,3,0,0.0,3,100.0,44,191,100,2,1,5,0,63,8849b291dedab878e9abf357a10d691b
Orri Steinn Óskarsson,ISL,FW,Real Sociedad,La Liga,0.0,2004.0,3,1,113.0,1.3,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.7,0,1,9,0.8,0.0,0.8,0.8,0.8,0.37,0.21,0.59,0.37,0.59,2025-2026,3,2,66.7,2.39,1.59,0.33,0.5,11.6,0,0.16,0.5,0.5,9,18,50.0,129,19,6,9,66.7,3,5,60.0,0,1,0.0,0.1,-0.3,1,0,0,0,18,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,3,40.0,2,0,2,0,1,1,100.0,0,0,0,2,2,0,30,3,3,13,14,6,30,1,1,100.0,0,0.0,16,41,20,0,0,3,1,21,019aed0cb48d91b4f0dbea82e8ccccd0
Noah Edjouma,FRA,"FW,MF",Toulouse,Ligue 1,0.0,2005.0,3,1,115.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,8,3,11,0.0,0.0,0.0,0.0,0.0,0.02,0.32,0.34,0.02,0.34,2025-2026,1,0,0.0,0.78,0.0,0.0,0.0,13.4,0,0.02,0.0,0.0,24,34,70.6,429,86,10,13,76.9,12,15,80.0,2,3,66.7,0.4,-0.4,5,1,3,2,32,2,0,1,0,5,1,1,0,0,0,0,2,0,1,2,0,3,1,0,0,0,7,0,1,0.0,2,1,1,0,0,2,0.0,2,0,0,5,5,0,58,5,14,17,28,5,58,10,3,30.0,7,70.0,34,318,201,3,0,4,5,36,0e602454c5db6c7a30af952d8ba165e6
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,0.0,2002.0,3,1,121.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,11,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,36,42,85.7,496,64,23,24,95.8,13,14,92.9,0,1,0.0,0.3,-0.2,3,0,1,0,42,0,0,0,0,4,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,2,0,1,0.0,0,0,0,0,0,1,0.0,1,1,0,0,0,0,61,0,3,21,37,6,61,7,3,42.9,4,57.1,46,424,270,10,4,6,3,51,3f95b942d5f10db51b3bdee6a0b4e1ff
Brahim Díaz,MAR,FW,Real Madrid,La Liga,0.0,1999.0,3,1,120.0,1.3,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,5,3,9,0.0,0.75,0.75,0.0,0.75,0.03,0.66,0.69,0.03,0.69,2025-2026,1,1,100.0,0.75,0.75,0.0,0.0,23.0,0,0.04,0.0,0.0,52,54,96.3,615,146,36,36,100.0,12,12,100.0,1,2,50.0,0.5,0.1,4,5,3,2,52,2,0,1,0,3,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,6,0,2,0.0,2,0,1,1,1,1,100.0,0,1,0,2,0,0,70,0,2,27,41,4,70,6,2,33.3,2,33.3,49,240,102,1,0,4,4,53,310f5b2d44550a738d6df6a50b09f3fe
Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,0.0,1998.0,2,2,118.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,33,38,86.8,604,106,12,14,85.7,18,20,90.0,3,4,75.0,0.0,0.0,1,4,0,0,35,3,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,10,0,1,0.0,3,1,2,0,1,3,33.3,2,3,0,4,3,3,49,6,22,22,6,0,49,1,1,100.0,0,0.0,23,137,55,2,0,3,0,20,093998b60126d5d216d05a09fceab6f9
Oliver Jensen,DEN,MF,Parma,Serie A,0.0,2002.0,2,1,114.0,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,25,33,75.8,418,99,14,17,82.4,8,11,72.7,3,3,100.0,0.0,0.0,1,3,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,5,0,4,0.0,2,0,2,0,2,2,100.0,0,1,0,2,0,0,43,0,7,24,13,1,43,2,0,0.0,2,100.0,22,130,36,2,0,2,4,30,1740d933171565e0b2229d31b2ebad69
Manu Morlanes,ESP,MF,Mallorca,La Liga,0.0,1999.0,2,2,118.0,1.3,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,0,8,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,2025-2026,1,0,0.0,0.76,0.0,0.0,0.0,17.1,0,0.06,-0.1,-0.1,52,59,88.1,844,288,28,29,96.6,20,22,90.9,4,6,66.7,0.0,0.0,0,6,0,0,57,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3,0,1,0,0,0,0,8,0,0,0.0,2,2,0,0,0,2,0.0,2,2,0,3,2,0,70,7,25,38,8,1,70,1,1,100.0,0,0.0,42,178,106,1,0,1,1,48,1f5c8e1eafa8877702f6fa4ff90df219
