jugador,nacionalidad,posicion,equipo,competicion,edad,año_nacimiento,partidos_jugados,partidos_titular,minutos,partidos_completos_90,goles,asistencias,goles_asistencias,goles_sin_penalti,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,xg,npxg,xg_asistencias,npxg_xg_asistencias,conducciones_progresivas,pases_progresivos,pases_progresivos_recibidos,goles_por90,asistencias_por90,goles_asistencias_por90,goles_penalti_por90,goles_asistencias_penalti_por90,xg_por90,xg_asistencias_por90,xg_xg_asistencias_por90,npxg_por90,npxg_xg_asistencias_por90,season,tiros,tiros_a_puerta,porc_tiros_a_puerta,tiros_por90,tiros_a_puerta_por90,goles_por_tiro,goles_por_tiro_a_puerta,dist_media_tiro,tiros_libres,npxg_por_tiro,xg_neto,npxg_neto,pases_completados,pases,porc_precision_pase,dist_total_pases,dist_progresiva_pases,pases_cortos_completados,pases_cortos,porc_precision_pase_corto,pases_medios_completados,pases_medios,porc_precision_pase_medio,pases_largos_completados,pases_largos,porc_precision_pase_largo,xa_modelado,xg_asistencias_neto,tiros_asistidos,pases_tercio_final,pases_area,centros_area,pases_en_juego,pases_balon_parado,pases_tiro_libre,pases_al_hueco,cambios_de_juego,centros,saques_de_banda,saques_de_esquina,esquinas_hacia_adentro,esquinas_hacia_fuera,esquinas_rectas,pases_fuera_de_juego,pases_bloqueados,doble_amarilla,faltas_cometidas,faltas_recibidas,fueras_de_juego,intercepciones,entradas_ganadas,penaltis_ganados,penaltis_concedidos,autogoles,recuperaciones,duelos_aereos_ganados,duelos_aereos_perdidos,porc_duelos_aereos_ganados,entradas,entradas_tercio_defensivo,entradas_tercio_medio,entradas_tercio_ofensivo,regates_parados,regates_enfrentados,porc_regates_parados,regates_no_parados,bloqueos,tiros_bloqueados,entradas_mas_intercepciones,despejes,errores,toques,toques_area_propia,toques_tercio_defensivo,toques_tercio_medio,toques_tercio_ofensivo,toques_area_rival,toques_en_juego,regates_intentados,regates_exitosos,porc_regates_exitosos,regates_no_exitosos,porc_regates_no_exitosos,conducciones,distancia_conducciones,distancia_conducciones_progresivas,conducciones_tercio_final,conducciones_area,malos_controles,perdidas,pases_recibidos,stint_id
Callum Hudson-Odoi,ENG,FW,Nott'ham Forest,Premier League,0.0,2000.0,3,3,249.0,2.8,1,0,1,1,0,0,0,0,0.4,0.4,0.6,0.9,13,7,34,0.36,0.0,0.36,0.36,0.36,0.14,0.2,0.34,0.14,0.34,2025-2026,4,3,75.0,1.45,1.08,0.25,0.33,19.6,0,0.09,0.6,0.6,85,106,80.2,1215,192,49,54,90.7,28,34,82.4,5,10,50.0,0.3,-0.6,5,0,5,2,103,3,1,0,1,16,1,1,0,0,0,0,4,0,2,2,0,1,1,0,0,0,3,0,0,0.0,1,1,0,0,0,1,0.0,1,0,0,2,1,0,126,1,5,25,97,10,126,10,2,20.0,5,50.0,78,666,375,5,4,2,2,107,5e1761f04f5b884c52aa79229da63329
Antoine Mendy,SEN,DF,Nice,Ligue 1,0.0,2004.0,3,3,246.0,2.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,15,2,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,2025-2026,2,0,0.0,0.73,0.0,0.0,0.0,19.5,0,0.11,-0.2,-0.2,177,210,84.3,2659,870,99,102,97.1,61,72,84.7,10,21,47.6,0.2,0.0,0,17,0,0,194,16,10,1,3,4,5,0,0,0,0,0,5,0,4,5,0,0,4,0,0,0,14,15,5,75.0,8,5,2,1,2,7,28.6,5,2,0,8,19,2,244,23,87,137,20,1,244,0,0,0.0,0,0.0,151,849,531,2,0,2,1,163,b5c1cc13f5d091967cbbeff2a4b8f614
Viktor Gyökeres,SWE,FW,Arsenal,Premier League,0.0,1998.0,3,3,239.0,2.7,2,0,2,1,1,1,1,0,1.3,0.5,0.1,0.6,1,0,16,0.75,0.0,0.75,0.38,0.38,0.48,0.05,0.53,0.19,0.23,2025-2026,2,1,50.0,0.75,0.38,0.5,1.0,17.8,0,0.25,0.7,0.5,15,28,53.6,169,26,12,19,63.2,2,4,50.0,0,1,0.0,0.2,-0.1,2,0,0,0,28,0,0,0,0,3,0,0,0,0,0,0,1,0,4,7,1,0,0,0,0,0,5,4,9,30.8,0,0,0,0,0,1,0.0,1,0,0,0,4,0,55,4,5,20,30,10,54,6,1,16.7,4,66.7,30,152,34,0,1,9,1,36,0f7631896a5e44a408d69bb064ae028a
Jeremy Toljan,GER,DF,Levante,La Liga,0.0,1994.0,3,3,242.0,2.7,1,1,2,1,0,0,1,0,0.7,0.7,0.7,1.4,0,3,6,0.37,0.37,0.74,0.37,0.74,0.26,0.28,0.54,0.26,0.54,2025-2026,1,1,100.0,0.37,0.37,1.0,1.0,5.9,0,0.7,0.3,0.3,47,80,58.8,719,352,28,38,73.7,14,21,66.7,3,12,25.0,0.2,0.3,5,0,2,1,53,24,0,1,0,3,24,0,0,0,0,3,5,0,3,3,0,1,0,0,0,0,3,1,4,20.0,2,0,2,0,1,1,100.0,0,5,0,3,9,0,106,5,41,42,23,5,106,1,0,0.0,0,0.0,36,87,40,0,0,3,0,44,179c5593d906f69d493609b6728abe3a
Iliman Ndiaye,SEN,FW,Everton,Premier League,0.0,2000.0,3,3,242.0,2.7,2,0,2,2,0,0,0,0,1.3,1.3,0.2,1.5,4,3,16,0.74,0.0,0.74,0.74,0.74,0.48,0.07,0.54,0.48,0.54,2025-2026,3,3,100.0,1.12,1.12,0.67,0.67,12.1,0,0.43,0.7,0.7,49,66,74.2,596,62,30,35,85.7,14,20,70.0,0,1,0.0,0.1,-0.2,3,2,0,0,65,1,1,0,0,1,0,0,0,0,0,0,2,0,3,3,2,1,4,0,0,0,15,1,1,50.0,8,6,1,1,3,5,60.0,2,3,1,9,0,1,99,6,20,34,48,7,99,14,5,35.7,7,50.0,58,318,104,5,2,7,8,65,4fed149a3e9cd36aa2fa6fcded3812a1
Jorge Cabello,ESP,DF,Levante,La Liga,0.0,2004.0,3,3,241.0,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,42,51,82.4,798,291,13,14,92.9,23,24,95.8,5,12,41.7,0.0,0.0,0,4,0,0,49,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,3,4,4,50.0,4,2,1,1,2,3,66.7,1,2,2,4,17,1,78,20,47,28,3,0,78,1,1,100.0,0,0.0,35,167,89,0,0,1,0,37,18f91e1dc45110941a6b0480364e9600
Yanis Zouaoui,ALG,DF,Le Havre,Ligue 1,0.0,1994.0,3,3,246.0,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,8,7,5,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.01,0.07,2025-2026,1,1,100.0,0.37,0.37,0.0,0.0,32.9,1,0.04,0.0,0.0,117,166,70.5,2179,852,50,56,89.3,46,56,82.1,18,45,40.0,0.3,-0.1,4,11,0,0,112,53,13,0,0,23,31,9,6,3,0,1,3,0,4,2,0,2,2,0,0,0,13,3,1,75.0,2,1,1,0,2,2,100.0,0,1,0,4,7,0,189,7,68,69,54,0,189,5,2,40.0,3,60.0,87,433,253,5,0,4,2,96,3bae6bb950e4fac7e95d043ee0caa777
Marcus Tavernier,ENG,MF,Bournemouth,Premier League,0.0,1999.0,3,3,247.0,2.7,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1.0,5,12,17,0.36,0.0,0.36,0.36,0.36,0.3,0.07,0.37,0.3,0.37,2025-2026,7,3,42.9,2.55,1.09,0.14,0.33,17.9,2,0.12,0.2,0.2,72,99,72.7,1226,337,33,39,84.6,28,35,80.0,7,18,38.9,0.3,-0.2,2,8,4,0,88,9,1,1,1,9,1,6,2,2,0,2,2,0,0,3,1,2,3,0,0,0,14,2,2,50.0,6,1,4,1,2,2,100.0,0,0,0,8,7,0,135,4,24,50,64,15,135,11,5,45.5,5,45.5,60,308,126,3,1,3,6,85,5096d759a8d7d447ecf426fbb4c26630
Aleksandr Golovin,RUS,"FW,MF",Monaco,Ligue 1,0.0,1996.0,3,3,245.0,2.7,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,10,13,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,2025-2026,4,0,0.0,1.47,0.0,0.0,0.0,18.0,0,0.1,-0.4,-0.4,96,122,78.7,1428,273,52,57,91.2,35,41,85.4,4,9,44.4,0.1,0.0,0,6,2,0,116,4,1,0,0,4,1,1,0,0,0,2,3,0,5,2,0,2,2,0,0,0,13,0,1,0.0,4,0,3,1,3,6,50.0,3,5,1,6,2,1,152,1,24,65,65,8,152,8,5,62.5,3,37.5,78,417,131,4,1,5,3,111,856fa7ebedfa83539acf1db36e1023d5
Sandro Tonali,ITA,MF,Newcastle Utd,Premier League,0.0,2000.0,3,3,245.0,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,8,20,7,0.0,0.0,0.0,0.0,0.0,0.03,0.23,0.26,0.03,0.26,2025-2026,2,0,0.0,0.73,0.0,0.0,0.0,22.2,1,0.04,-0.1,-0.1,135,163,82.8,2161,560,77,84,91.7,46,53,86.8,9,22,40.9,0.2,-0.6,5,19,1,0,156,7,0,1,1,7,0,5,3,1,0,0,1,0,2,4,0,2,2,0,0,0,14,0,0,0.0,2,1,1,0,2,5,40.0,3,7,0,4,2,1,190,2,35,114,45,2,190,2,0,0.0,2,100.0,111,623,306,7,2,4,0,132,7b7814dfca19bf9c0c3cc8ed0472f980
Josué Casimir,FRA,"MF,FW",Auxerre,Ligue 1,0.0,2001.0,3,3,242.0,2.7,0,0,0,0,0,1,0,0,1.1,0.4,0.1,0.5,6,4,17,0.0,0.0,0.0,0.0,0.0,0.42,0.03,0.44,0.16,0.19,2025-2026,5,4,80.0,1.86,1.49,0.0,0.0,18.3,0,0.09,-1.1,-0.4,47,77,61.0,735,139,28,36,77.8,12,22,54.5,4,13,30.8,0.2,-0.1,1,3,2,1,61,16,3,0,1,17,1,12,2,7,0,0,2,0,5,5,2,1,3,0,0,0,8,6,5,54.5,7,5,0,2,2,6,33.3,4,1,0,8,1,0,106,1,19,29,61,8,105,3,0,0.0,2,66.7,52,325,168,6,3,6,3,62,c932525e13c295e3d65535edc1c094b1
Kamory Doumbia,MLI,MF,Brest,Ligue 1,0.0,2003.0,3,3,241.0,2.7,2,1,3,2,0,0,1,0,1.1,1.1,0.6,1.7,6,11,9,0.75,0.37,1.12,0.75,1.12,0.39,0.24,0.63,0.39,0.63,2025-2026,8,3,37.5,2.99,1.12,0.25,0.67,17.2,0,0.13,0.9,0.9,72,87,82.8,1077,337,44,52,84.6,20,25,80.0,5,6,83.3,0.4,0.4,5,11,1,0,81,6,2,1,0,2,1,1,1,0,0,0,0,0,3,1,1,2,6,0,0,0,16,1,2,33.3,7,2,3,2,5,9,55.6,4,6,0,9,2,0,132,3,20,68,47,12,132,9,3,33.3,6,66.7,86,385,153,7,5,12,4,80,6b76884beeaee2ab5c45c80ef1624149
Sander Berge,NOR,MF,Fulham,Premier League,0.0,1998.0,3,3,245.0,2.7,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,14,0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,2025-2026,1,0,0.0,0.37,0.0,0.0,0.0,2.3,0,0.41,-0.4,-0.4,96,110,87.3,1569,509,44,47,93.6,47,51,92.2,4,6,66.7,0.1,0.0,0,11,2,0,109,1,1,0,3,0,0,0,0,0,0,0,2,0,4,1,0,2,3,0,1,0,8,3,3,50.0,3,2,1,0,1,3,33.3,2,3,2,5,1,0,129,7,32,84,14,2,129,3,0,0.0,3,100.0,76,315,153,1,1,0,1,82,106f6041d9ef06e3ad8d08a0ce08c403
Álex Berenguer,ESP,"FW,MF",Athletic Club,La Liga,0.0,1995.0,3,3,242.0,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,5,9,11,0.0,0.0,0.0,0.0,0.0,0.11,0.18,0.29,0.11,0.29,2025-2026,5,1,20.0,1.86,0.37,0.0,0.0,17.2,0,0.06,-0.3,-0.3,65,87,74.7,1148,320,35,38,92.1,19,25,76.0,9,19,47.4,0.5,-0.5,4,3,5,1,59,28,9,1,0,19,0,16,5,6,0,0,2,0,1,7,0,0,2,0,0,0,7,1,9,10.0,3,0,3,0,1,3,33.3,2,4,0,3,3,0,115,2,8,45,65,7,115,7,4,57.1,2,28.6,55,346,177,6,0,5,4,62,071b8c07fe42a4600e9bbacb92ab8d96
Dayann Methalie,FRA,"MF,DF",Toulouse,Ligue 1,0.0,2006.0,3,3,241.0,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,1,1,100.0,0.37,0.37,0.0,0.0,37.2,0,0.0,0.0,0.0,54,78,69.2,1003,266,16,22,72.7,33,42,78.6,4,7,57.1,0.0,0.0,0,1,0,0,62,16,2,0,0,3,14,0,0,0,0,0,3,0,6,1,0,4,7,0,0,0,16,2,4,33.3,13,9,3,1,5,5,100.0,0,3,0,17,6,0,123,9,43,55,30,6,123,9,6,66.7,3,33.3,53,366,195,3,4,10,1,46,bbc61e6a4e8f06a1dddb169dad882f7f
Gideon Mensah,GHA,"DF,MF",Auxerre,Ligue 1,0.0,1998.0,3,3,244.0,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2025-2026,1,0,0.0,0.37,0.0,0.0,0.0,29.2,0,0.0,0.0,0.0,115,142,81.0,1923,676,57,61,93.4,45,58,77.6,12,19,63.2,0.1,0.0,1,13,1,1,105,36,7,1,0,6,29,0,0,0,0,1,2,0,2,1,0,0,3,0,0,0,14,0,1,0.0,4,1,3,0,2,4,50.0,2,5,0,4,6,1,164,5,38,83,48,1,164,3,3,100.0,0,0.0,75,247,102,3,0,5,1,79,6b820daf66cea89024fe526107ebd5ad
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,0.0,1995.0,3,3,246.0,2.7,1,1,2,1,0,0,0,0,1.0,1.0,0.5,1.4,8,0,17,0.37,0.37,0.73,0.37,0.73,0.36,0.16,0.52,0.36,0.52,2025-2026,10,2,20.0,3.66,0.73,0.1,0.5,16.6,0,0.1,0.0,0.0,39,53,73.6,476,71,25,28,89.3,10,16,62.5,1,4,25.0,0.5,0.5,4,1,0,0,53,0,0,1,0,1,0,0,0,0,0,0,1,0,5,5,0,0,4,0,0,0,13,6,8,42.9,6,2,0,4,6,7,85.7,1,1,0,6,1,0,91,2,9,32,51,14,91,4,0,0.0,3,75.0,55,295,166,2,3,10,4,57,e11594f1208cfedc0fdcce32dadd3c22
Juanlu Sánchez,ESP,"DF,FW",Sevilla,La Liga,0.0,2003.0,3,2,247.0,2.7,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,10,8,14,0.0,0.36,0.36,0.0,0.36,0.05,0.02,0.07,0.05,0.07,2025-2026,2,0,0.0,0.73,0.0,0.0,0.0,11.7,0,0.06,-0.1,-0.1,97,120,80.8,1558,507,47,54,87.0,43,51,84.3,6,10,60.0,0.3,0.9,3,5,0,0,105,14,0,0,2,5,14,0,0,0,0,1,3,0,4,5,1,0,5,0,1,0,16,0,2,0.0,8,4,3,1,6,14,42.9,8,6,0,8,6,0,147,10,39,62,47,6,147,2,2,100.0,0,0.0,60,409,279,1,2,3,1,87,a312eb4baa9bb0d13b53a4bcdfd86ec8
Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,0.0,2003.0,3,3,245.0,2.7,0,2,2,0,0,0,0,0,0.1,0.1,1.4,1.6,1,7,14,0.0,0.73,0.73,0.0,0.73,0.05,0.53,0.57,0.05,0.57,2025-2026,5,0,0.0,1.84,0.0,0.0,0.0,23.3,0,0.02,-0.1,-0.1,83,106,78.3,1219,437,55,62,88.7,21,28,75.0,7,12,58.3,0.7,0.6,7,6,3,2,95,11,3,1,0,8,7,0,0,0,0,0,2,0,3,3,0,2,3,0,0,0,9,3,1,75.0,8,3,3,2,3,5,60.0,2,6,3,10,7,0,140,5,26,71,43,3,140,3,1,33.3,2,66.7,69,296,137,2,0,6,1,87,a3d8d883cc3228b7211039bd81ed6862
Rodrigo Mendoza,ESP,"MF,FW",Elche,La Liga,0.0,2005.0,3,3,242.0,2.7,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,5,6,18,0.37,0.0,0.37,0.37,0.37,0.09,0.06,0.15,0.09,0.15,2025-2026,4,1,25.0,1.49,0.37,0.25,1.0,22.1,0,0.06,0.7,0.7,90,115,78.3,1429,334,44,53,83.0,32,37,86.5,7,16,43.8,0.1,-0.1,4,7,5,2,102,13,6,1,2,9,2,3,0,0,0,0,1,0,7,4,1,2,0,0,0,0,13,0,5,0.0,1,1,0,0,0,1,0.0,1,1,0,3,0,0,142,3,16,71,58,7,142,11,7,63.6,4,36.4,83,438,190,3,1,7,7,106,218c2829828bbbfe71ba2b83b8bda6ba
Luis Rioja,ESP,"MF,FW",Valencia,La Liga,0.0,1993.0,3,3,242.0,2.7,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,7,6,14,0.0,0.37,0.37,0.0,0.37,0.04,0.16,0.2,0.04,0.2,2025-2026,2,0,0.0,0.74,0.0,0.0,0.0,9.6,0,0.06,-0.1,-0.1,56,77,72.7,1115,338,25,30,83.3,23,28,82.1,8,12,66.7,0.2,0.6,3,4,1,0,63,14,4,0,1,13,3,7,3,4,0,0,5,0,1,7,0,1,1,0,0,0,7,0,3,0.0,3,3,0,0,2,6,33.3,4,1,0,4,3,0,101,5,24,28,49,8,101,8,3,37.5,4,50.0,58,407,178,5,2,5,4,64,8c04e76b94cff51073034a66c31ac874
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,0.0,1996.0,3,3,240.0,2.7,1,1,2,1,0,0,0,0,0.4,0.4,0.3,0.7,8,29,9,0.37,0.37,0.75,0.37,0.75,0.15,0.12,0.26,0.15,0.26,2025-2026,4,1,25.0,1.5,0.37,0.25,1.0,18.2,0,0.1,0.6,0.6,293,320,91.6,4678,1398,161,166,97.0,103,112,92.0,22,30,73.3,0.5,0.7,4,45,7,0,313,7,4,1,3,2,2,0,0,0,0,0,4,0,0,1,1,3,3,0,0,0,8,1,0,100.0,3,1,1,1,1,4,25.0,3,4,0,6,1,0,342,4,38,192,113,5,342,1,0,0.0,1,100.0,199,1012,508,8,1,6,0,301,82516120ca57e0396e9c740fcf2d9bd3
Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,0.0,1987.0,4,3,240.0,2.7,0,0,0,0,0,0,1,0,0.9,0.9,0.2,1.1,5,21,16,0.0,0.0,0.0,0.0,0.0,0.32,0.09,0.41,0.32,0.41,2025-2026,7,3,42.9,2.62,1.13,0.0,0.0,19.2,0,0.12,-0.9,-0.9,83,116,71.6,1479,460,39,46,84.8,33,41,80.5,10,17,58.8,0.4,-0.2,6,8,6,0,107,8,2,3,3,7,1,5,2,0,0,1,7,0,1,1,0,3,0,0,0,0,7,1,1,50.0,0,0,0,0,0,0,0.0,0,0,0,3,0,0,134,0,7,51,78,12,134,5,3,60.0,1,20.0,83,351,167,2,2,5,3,110,8d062dff16659abd4beca489df7f7650
Iñaki Williams,GHA,FW,Athletic Club,La Liga,0.0,1994.0,3,3,242.0,2.7,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,5,8,18,0.0,0.0,0.0,0.0,0.0,0.31,0.03,0.34,0.31,0.34,2025-2026,7,3,42.9,2.6,1.12,0.0,0.0,18.2,0,0.12,-0.8,-0.8,34,44,77.3,515,170,18,23,78.3,11,12,91.7,3,6,50.0,0.2,-0.1,2,5,2,0,43,1,0,0,0,2,1,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0,7,0,3,0.0,1,0,0,1,0,2,0.0,2,0,0,1,0,0,68,0,4,21,45,15,68,5,2,40.0,2,40.0,48,282,184,3,2,11,3,54,906c40075801916688ccafd57c8175c7
Yassine Kechta,MAR,MF,Le Havre,Ligue 1,0.0,2002.0,3,3,239.0,2.7,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.4,3,10,10,0.0,0.38,0.38,0.0,0.38,0.07,0.1,0.17,0.07,0.17,2025-2026,2,1,50.0,0.75,0.38,0.0,0.0,22.0,0,0.1,-0.2,-0.2,57,75,76.0,897,241,26,32,81.3,23,26,88.5,4,7,57.1,0.3,0.7,3,3,1,0,73,2,0,1,0,4,0,0,0,0,0,0,4,0,5,3,0,2,1,0,0,0,14,1,3,25.0,4,1,2,1,3,9,33.3,6,3,1,6,3,0,102,1,23,48,32,5,102,3,1,33.3,2,66.7,50,236,124,1,0,5,4,64,61a660dfcb825fe263aa307e856fb8f9
Jesús Areso,ESP,DF,Athletic Club,La Liga,0.0,1999.0,3,3,246.0,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,8,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,80,108,74.1,1377,490,39,44,88.6,31,45,68.9,8,15,53.3,0.3,-0.3,3,3,4,2,84,24,0,0,2,11,24,0,0,0,0,0,2,0,3,1,0,4,3,0,0,0,13,2,0,100.0,4,1,3,0,3,5,60.0,2,8,2,8,8,0,143,10,44,54,48,4,143,4,2,50.0,1,25.0,51,427,226,5,2,3,1,71,01907393490d99f0704cdaaa0b131b71
Aimar Oroz,ESP,"MF,FW",Osasuna,La Liga,0.0,2001.0,3,3,243.0,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,11,11,18,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,2025-2026,4,0,0.0,1.48,0.0,0.0,0.0,22.2,2,0.07,-0.3,-0.3,93,112,83.0,1412,279,56,57,98.2,29,37,78.4,5,6,83.3,0.4,-0.2,4,7,4,0,108,4,1,1,3,3,0,0,0,0,0,0,4,0,2,5,0,2,5,0,0,0,12,3,5,37.5,7,4,3,0,1,2,50.0,1,2,0,9,2,0,145,3,20,72,57,5,145,9,3,33.3,6,66.7,93,621,309,10,4,2,4,104,f1ce15bcd916dfa6d76e950079fe88b5
Milos Kerkez,HUN,DF,Liverpool,Premier League,0.0,2003.0,3,3,239.0,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,103,129,79.8,1751,622,53,56,94.6,41,53,77.4,7,15,46.7,0.0,0.0,0,7,1,0,95,34,7,0,0,4,27,0,0,0,0,0,2,0,1,4,0,0,5,0,0,0,11,10,8,55.6,6,4,2,0,2,3,66.7,1,4,2,6,18,1,166,15,80,73,15,0,166,0,0,0.0,0,0.0,67,295,128,1,0,2,1,78,d6e3504ca1164677adfe8be66ecd3be7
Yankuba Minteh,GAM,FW,Brighton,Premier League,0.0,2004.0,3,3,247.0,2.7,0,0,0,0,0,0,0,0,0.4,0.4,1.0,1.3,14,3,19,0.0,0.0,0.0,0.0,0.0,0.13,0.35,0.48,0.13,0.48,2025-2026,4,1,25.0,1.46,0.36,0.0,0.0,13.8,0,0.09,-0.4,-0.4,37,68,54.4,488,141,20,30,66.7,8,14,57.1,2,8,25.0,0.6,-1.0,5,3,1,0,64,2,0,0,2,3,2,0,0,0,0,2,1,0,3,3,2,4,3,0,0,0,14,2,1,66.7,4,1,3,0,3,7,42.9,4,3,0,8,1,0,96,2,16,35,50,19,96,15,11,73.3,3,20.0,67,523,307,5,9,6,5,64,1927d35cf5f55654ae4ca7182000b53d
Maxim De Cuyper,BEL,DF,Brighton,Premier League,0.0,2000.0,3,3,246.0,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,104,127,81.9,1804,577,44,51,86.3,54,60,90.0,5,13,38.5,0.5,-0.1,2,6,3,1,107,20,8,0,2,5,11,1,1,0,0,0,1,0,6,6,1,2,2,0,0,0,13,1,3,25.0,4,2,1,1,2,4,50.0,2,5,0,6,8,1,152,7,55,65,33,3,152,3,1,33.3,2,66.7,86,295,121,1,1,1,4,97,8c8114b2f0b7017089733fa86f436712
Arda Güler,TUR,MF,Real Madrid,La Liga,0.0,2005.0,3,3,233.0,2.6,1,1,2,1,0,0,0,0,1.0,1.0,0.8,1.8,4,25,12,0.39,0.39,0.77,0.39,0.77,0.38,0.3,0.69,0.38,0.69,2025-2026,5,3,60.0,1.93,1.16,0.2,0.33,15.5,0,0.2,0.0,0.0,173,192,90.1,2507,547,93,97,95.9,56,60,93.3,12,17,70.6,0.9,0.2,10,15,6,1,183,8,2,1,0,7,0,6,2,1,0,1,5,0,5,1,0,1,4,0,0,0,10,3,3,50.0,5,0,4,1,2,4,50.0,2,1,0,6,2,0,222,2,8,85,131,8,222,5,1,20.0,2,40.0,150,609,268,10,1,6,1,174,9609b8aa428dc640e90a7906179df536
Iván Romero,ESP,FW,Levante,La Liga,0.0,2001.0,3,3,235.0,2.6,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,4,4,9,0.38,0.0,0.38,0.38,0.38,0.26,0.15,0.41,0.26,0.41,2025-2026,6,2,33.3,2.3,0.77,0.17,0.5,17.8,0,0.11,0.3,0.3,29,43,67.4,487,85,14,18,77.8,10,13,76.9,3,4,75.0,0.1,-0.4,4,2,3,1,34,9,1,0,1,2,0,0,0,0,0,0,3,0,3,13,2,0,2,0,0,0,6,6,6,50.0,3,1,1,1,1,3,33.3,2,1,0,3,1,0,71,1,7,32,34,7,71,10,5,50.0,3,30.0,45,245,96,2,0,5,5,53,50d31a4a5a1ef98a3ff1e34aa7449c73
Mikel Oyarzabal,ESP,FW,Real Sociedad,La Liga,0.0,1997.0,3,3,238.0,2.6,0,1,1,0,0,0,0,0,0.6,0.6,0.5,1.1,4,12,14,0.0,0.38,0.38,0.0,0.38,0.23,0.18,0.41,0.23,0.41,2025-2026,7,3,42.9,2.65,1.13,0.0,0.0,15.1,0,0.09,-0.6,-0.6,55,68,80.9,898,215,32,35,91.4,14,20,70.0,7,7,100.0,0.7,0.5,4,2,6,0,59,9,0,3,1,2,2,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,8,1,3,25.0,0,0,0,0,0,4,0.0,4,1,0,0,1,0,85,1,6,44,36,9,85,0,0,0.0,0,0.0,45,241,109,3,2,5,2,59,e1ff0396654f7ddbad1021ec19eec0b2
Chris Wood,NZL,FW,Nott'ham Forest,Premier League,0.0,1991.0,3,3,237.0,2.6,2,0,2,2,0,0,0,0,1.6,1.6,0.1,1.7,0,3,7,0.76,0.0,0.76,0.76,0.76,0.59,0.04,0.63,0.59,0.63,2025-2026,7,3,42.9,2.66,1.14,0.29,0.67,9.5,0,0.22,0.4,0.4,23,33,69.7,298,57,14,17,82.4,6,10,60.0,0,2,0.0,0.1,-0.1,1,2,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,3,5,11,31.3,0,0,0,0,0,2,0.0,2,0,0,0,0,0,45,1,1,26,18,9,45,1,1,100.0,0,0.0,16,39,18,0,0,4,1,38,24fa66301201db01c4da265e2e0d6e91
